,Vap_temp_H,formula,name,Hvap_298,Cp_liq,Cp_sol,Cp_vap,Deviation,Enthalpy,InChI,Method,Notes,Reference,T_high,T_low,T_mid,Temp. range (K),Tm (K)
0,-0.4190068687536772,CBrClF2,bromochlorodifluoromethane,22.580993131246323,113.1,102.2,77.30999999999999,,23.0,"InChI=1S/CBrClF2/c2-1(3,4)5",A,,['1987STE/MAL'],3000.0,10.0,481.63,"[268.0, 324.0]",283.0
1,-0.744502890231316,CBrClF2,bromochlorodifluoromethane,22.355497109768685,113.1,102.2,77.30999999999999,,23.1,"InChI=1S/CBrClF2/c2-1(3,4)5",A,,['1987STE/MAL'],3000.0,10.0,481.63,"[194.0, 287.0]",272.0
2,0.944211151128842,CBrClF2,bromochlorodifluoromethane,23.34421115112884,113.1,102.2,77.30999999999999,,22.4,"InChI=1S/CBrClF2/c2-1(3,4)5",A,,['1987STE/MAL'],3000.0,10.0,481.63,"[321.0, 403.0]",336.0
3,2.4747844643449852,CBrClF2,bromochlorodifluoromethane,25.574784464344987,113.1,102.2,77.30999999999999,,23.1,"InChI=1S/CBrClF2/c2-1(3,4)5",A,,['1987STE/MAL'],3000.0,10.0,481.63,"[403.0, 427.0]",415.0
4,-3.591634676923727,CBrClF2,bromochlorodifluoromethane,22.408365323076275,113.1,102.2,77.30999999999999,,26.0,"InChI=1S/CBrClF2/c2-1(3,4)5",,,['1979KUD/KUD'],3000.0,10.0,481.63,"[178.0, 283.0]",193.0
5,-0.8668367700089923,CBrClF2,bromochlorodifluoromethane,17.83316322999101,113.1,102.2,77.30999999999999,,18.7,"InChI=1S/CBrClF2/c2-1(3,4)5",,,"['1960GLE', '1984BOU/FRI']",3000.0,10.0,481.63,"[178.0, 283.0]",268.0
6,-0.24162657684230548,CBrCl3,bromotrichloromethane,34.75837342315769,140.9,110.6,86.13,,35.0,"InChI=1S/CBrCl3/c2-1(3,4)5",,,['1979KUD/KUD'],3000.0,10.0,415.94,"[273.0, 387.0]",288.0
7,0.2538684559995871,CBrCl3,bromotrichloromethane,36.35386845599959,140.9,110.6,86.13,,36.1,"InChI=1S/CBrCl3/c2-1(3,4)5",A,,"['1970DYK', '1987STE/MAL']",3000.0,10.0,415.94,"[294.0, 443.0]",309.0
8,-0.20673580366205696,CBrF3,bromotrifluoromethane,17.593264196337945,99.2,98.0,72.9,,17.8,"InChI=1S/CBrF3/c2-1(3,4)5",A,,['1987STE/MAL'],3000.0,10.0,533.18,"[276.0, 340.0]",291.0
9,-1.4729557431347802,CBrF3,bromotrifluoromethane,16.22704425686522,99.2,98.0,72.9,,17.7,"InChI=1S/CBrF3/c2-1(3,4)5",A,,['1987STE/MAL'],3000.0,10.0,533.18,"[160.0, 267.0]",252.0
10,-4.357030505597141,CBrF3,bromotrifluoromethane,14.74296949440286,99.2,98.0,72.9,,19.1,"InChI=1S/CBrF3/c2-1(3,4)5",,,['1979KUD/KUD'],3000.0,10.0,533.18,"[165.0, 216.0]",180.0
11,-2.1395445990876305,CBrFO,carbonic bromide fluoride,20.760455400912367,100.8,89.4,63.87,,22.9,InChI=1S/CBrFO/c2-1(3)4,A,,['1987STE/MAL'],3000.0,10.0,549.29,"[197.0, 256.0]",241.0
12,2.344850705656489,CBrN3O6,bromotrinitromethane,50.14485070565649,240.8,190.7,170.235,,47.8,"InChI=1S/CBrN3O6/c2-1(3(6)7,4(8)9)5(10)11","A, I",,"['1987STE/MAL', '1970CAR/ZIM']",5000.0,100.0,1125.32,"[318.0, 335.0]",326.0
13,-0.446919871098598,CBr2F2,dibromodifluoromethane,25.653080128901404,116.8,104.9,80.145,,26.1,"InChI=1S/CBr2F2/c2-1(3,4)5",A,,"['1987STE/MAL', '1959MCD/SHR', '1979KUD/KUD', '1970DYK']",3000.0,10.0,438.97,"[247.0, 297.0]",282.0
14,-3.1486028871142064,CBr2F2,dibromodifluoromethane,15.451397112885795,116.8,104.9,80.145,,18.6,"InChI=1S/CBr2F2/c2-1(3,4)5",,,['1948BAN/EME'],3000.0,10.0,438.97,"[156.0, 218.0]",203.0
15,0.7885999367538861,CBr3F,tribromofluoromethane,35.18859993675388,134.4,111.8,87.38999999999999,,34.4,"InChI=1S/CBr3F/c2-1(3,4)5",A,,"['1987STE/MAL', '1948BAN/EME']",3000.0,10.0,377.96,"[315.0, 380.0]",330.0
16,2.1604065699928388,CBr4,carbon tetrabromide,50.460406569992834,152.0,118.7,94.635,,48.3,"InChI=1S/CBr4/c2-1(3,4)5",,,['1979KUD/KUD'],5000.0,100.0,884.17,"[375.0, 463.0]",390.0
17,2.0340397784674433,CBr4,carbon tetrabromide,50.23403977846745,152.0,118.7,94.635,,48.2,"InChI=1S/CBr4/c2-1(3,4)5",A,,"['1987STE/MAL', '1947STU']",5000.0,100.0,884.17,"[369.0, 463.0]",384.0
18,-3.9595973263276747,CClFO,carbonic chloride fluoride,18.740402673672325,97.1,86.7,61.03500000000001,,22.7,InChI=1S/CClFO/c2-1(3)4,A,,"['1987STE/MAL', '1964FIS/BUC']",3000.0,10.0,602.16,"[165.0, 211.0]",196.0
19,-4.131341528047014,CClFO,carbonic chloride fluoride,17.868658471952987,97.1,86.7,61.03500000000001,,22.0,InChI=1S/CClFO/c2-1(3)4,,,['1948EME/WOO'],3000.0,10.0,602.16,"[157.0, 227.0]",192.0
20,-10.776733378636969,CClF2NO,difluorocarbamoyl chloride,15.023266621363032,133.4,148.6,126.03,,25.8,InChI=1S/CClF2NO/c2-1(6)5(3)4,A,,"['1987STE/MAL', '1967FRA/SHR']",5000.0,100.0,981.69,"[189.0, 234.0]",219.0
21,-0.45005480645017437,CClF3,chlorotrifluoromethane,15.549945193549826,95.5,95.3,70.065,,16.0,"InChI=1S/CClF3/c2-1(3,4)5",A,,['1987STE/MAL'],3000.0,10.0,579.02,"[268.0, 302.0]",283.0
